color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill & Ted's Excellent Adventure,1989,PG,17 Feb 1989,90 min,"Adventure, Comedy, Music",Stephen Herek,"Chris Matheson, Ed Solomon","Keanu Reeves, Alex Winter, George Carlin","In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.","English, French, German, Greek, Ancient (to 1453)",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTk3Mjk5MzI3OF5BMl5BanBnXkFtZTcwMTY4MzcyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.9,"134,131",tt0096928,movie,04 Dec 2001,"$40,485,039",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver!,1968,G,27 Sep 1968,153 min,"Drama, Family, Musical",Carol Reed,"Lionel Bart, Vernon Harris, Charles Dickens","Mark Lester, Ron Moody, Shani Wallis",Musical adaptation of Charles Dickens's classic tale of an orphan who runs away from the orphanage and hooks up with a group of boys trained to be pickpockets by an elderly mentor.,English,"United Kingdom, United States",Won 5 Oscars. 12 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BNWQwNTE4NWQtZDg0MC00ZDhkLWIzMzQtNDU1MDIxZTNmM2M3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.4,"39,456",tt0063385,movie,29 Nov 2001,N/A,N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Best Exotic Marigold Hotel,2011,PG-13,25 May 2012,124 min,"Comedy, Drama, Romance",John Madden,"Ol Parker, Deborah Moggach","Judi Dench, Bill Nighy, Maggie Smith","Seven elderly Britons, for a variety of reasons, respond to an online ad and travel to Jaipur, India, where they find run-down hotel with a young, exuberant, and optimistic host. Evelyn Greenslade (Dame Judi Dench), newly widowed, wants a low-cost experience, Graham Dashwood (Tom Wilkinson) seeks a long-ago love, Douglas Ainslie (Bill Nighy) and Jean Ainslie (Dame Penelope Wilton) have lost their pension in a family investment, Muriel Donnelly (Dame Maggie Smith) needs cheap hip surgery, Madge Hardcastle (Celia Imrie) seeks a rich husband, and Norman Cousins (Ronald Pickup) is chasing women. India affects each in different ways, enchanting Douglas and Evelyn while driving Jean deeper into bitterness. Their host, young Sonny (Dev Patel), has dreams but little cash or skill; he also has a girlfriend whom his mother dismisses. Stories cross and discoveries await each one.","English, Hindi",United Kingdom,Nominated for 1 BAFTA Award4 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMjIwNjkwMDI2NV5BMl5BanBnXkFtZTcwNDc1ODIyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.2,"96,943",tt1412386,movie,18 Sep 2012,"$46,412,041",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recess: School's Out,2001,G,16 Feb 2001,82 min,"Animation, Adventure, Comedy",Chuck Sheetz,"Paul Germain, Joe Ansolabehere, Jonathan Greenberg","Andrew Lawrence, Rickey D'Shon Collins, Jason Davis","It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends (the other 5 protagonist children) are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end, TJ and the gang, with the help from the other students, Principal Prickly, Ms. Finster and the other teachers, destroy the laser, Benedict and his henchmen are arrested, and the kids (TJ's buddies) decide to spend their Summer with TJ.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2M5NDQ2YjktNmI0Zi00ODBmLWIyZGQtYTk3Y2EyYTM0ZTUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.5,"11,027",tt0265632,movie,26 Aug 2003,"$36,706,141",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mad Max Beyond Thunderdome,1985,PG-13,10 Jul 1985,107 min,"Action, Adventure, Sci-Fi","George Miller, George Ogilvie","Terry Hayes, George Miller, Byron Kennedy","Mel Gibson, Tina Turner, Bruce Spence","Left for dead in the unforgiving deserts of post-nuclear Australia, after defeating Lord Humungus' barbarian horde of bikers in Mad Max 2 (1981), the former officer of the tough Main Force Patrol, Max Rockatansky, happens upon Bartertown: the remote market-town outpost in the middle of the dry Wasteland, and the realm of the autocratic Queen Aunty Entity. There, a lethal challenge awaits Max, who, in return for his freedom and provisions, must engage in a bloody match to the death with the grotesque symbiotic being, the Master/Blaster. However, an unforeseen complication after the brutal fight in the stronghold's combat arena, The Thunderdome, will banish, once more, Max into the vast wilderness, only to discover the peaceful haven of The Lost Tribe: a community of marooned children who survive on their own, waiting for the arrival of the legendary Captain Walker. Is ""Mad"" Max, indeed, their saviour? Can he overthrow Bartertown's ruthless tyrant?",English,Australia,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMmI4YWEyNTItZTFiMS00YzY4LWE2ZjYtNGRlNmZhNjRmOWVkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.2,"139,856",tt0089530,movie,15 Aug 2000,"$36,230,219",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commando,1985,R,04 Oct 1985,90 min,"Action, Adventure, Thriller",Mark L. Lester,"Jeph Loeb, Matthew Weisman, Steven E. de Souza","Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya","A retired special agent named John Matrix led an elite unit and has left the armed forces to live in a secluded mountain home with his daughter Jenny. But now he is forced out of retirement when his daughter is kidnapped by a band of thugs intent on revenge! Unbeknownst to Matrix, the members of his former unit are being killed one by one. Even though Matrix' friend General Franklin Kirby gives Matrix armed guards, attackers manage to kidnap Matrix and Jenny. Matrix learns that Bennett, a former member of his Matrix' unit who was presumed dead has kidnapped him to try to force Matrix to do a political assassination for a man called Arius (who calls himself El Presidente), a warlord formerly bested by Matrix who wishes to lead a military coup in his home country. Since Arius will have Jenny killed if Matrix refuses, Matrix reluctantly accepts the demand.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BZWE0ZjFhYjItMzI5MC00MDllLWE4OGMtMzlhNGQzN2RjN2MwXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.7,"165,152",tt0088944,movie,01 Nov 2005,"$35,100,000",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Boy,2016,PG-13,22 Jan 2016,97 min,"Horror, Mystery, Thriller",William Brent Bell,Stacey Menear,"Lauren Cohan, Rupert Evans, James Russell","Greta, a young American woman, takes a job as a nanny in a remote English village and discovers that the family's 8-year-old is a life-sized doll that the parents care for just like a real boy as a way to cope with the death of their actual son 20 years ago. When she violates a list of strict rules, her worst nightmare is brought to life by a series of disturbing, inexplicable events and she comes to believe that the doll is alive.",English,"United States, Canada, China",6 nominations,https://m.media-amazon.com/images/M/MV5BMTc1MjcxNzcwMV5BMl5BanBnXkFtZTgwMTE0NTE2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.0,"95,835",tt3882082,movie,10 May 2016,"$35,819,556",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devil,2010,PG-13,17 Sep 2010,80 min,"Horror, Mystery, Thriller",John Erick Dowdle,"Brian Nelson, M. Night Shyamalan","Chris Messina, Caroline Dhavernas, Bokeem Woodbine","In Philadelphia, Detective Bowden is still grieving for his wife and son, killed in a hit-and-run five years ago. When someone jumps from a skyscraper onto a truck, Bowden is sent to investigate. Meanwhile, five strangers are trapped in an elevator in the building where the jumper committed suicide. The communication radio in the elevator is broken but the guards, Lustig and Ramirez, observe the individuals via CCTV as events unfold. Tensions run high among those trapped, so Lustig calls the police and Detective Bowden assumes the case. Without being able to contact the individuals, he tries to work out who they are, but he can only account for four of them. Time is running out for the occupants of the elevator, as Bowden realizes he has to get them out quickly.","English, Spanish, Ukrainian",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BZDVmZGExMTEtNjk5OS00MTFkLWI0ZDMtNzg4YWFmNGY3NjRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.3,"150,278",tt1314655,movie,21 Dec 2010,"$33,601,190",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday After Next,2002,R,22 Nov 2002,85 min,"Comedy, Drama",Marcus Raboy,"Ice Cube, DJ Pooh","Ice Cube, Mike Epps, John Witherspoon",Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track him down.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTE2MmFmZTgtY2RhNC00MTE4LWExZjQtMmQ4NDIxNTg1YzI4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.8,"28,684",tt0293815,movie,25 Mar 2003,"$33,253,609",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insidious: Chapter 3,2015,PG-13,05 Jun 2015,97 min,"Horror, Mystery, Thriller",Leigh Whannell,Leigh Whannell,"Dermot Mulroney, Stefanie Scott, Angus Sampson","After trying to connect with her dead mother, teenager Quinn Brenner, asks psychic Elise Rainier to help her, she refuses due to negotiate events in her childhood. Quinn starts noticing paranormal events happen in her house. After a vicious attack from a demon her father goes back and begs Elise Rainier to use her abilities to contact the other side in hope to stop these attacks by this furious demon content for a body.",English,"Canada, United Kingdom, United States",3 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTUwNDU4NjE1N15BMl5BanBnXkFtZTgwOTc0MzA5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.1,"107,592",tt3195644,movie,06 Oct 2015,"$52,218,558",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Last Dragon,1985,PG-13,22 Mar 1985,109 min,"Action, Comedy, Drama",Michael Schultz,Louis Venosta,"Taimak, Vanity, Christopher Murney","In New York City, a young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow. Along the way, he must fight a martial arts expert corrupted with power, and rescue a beautiful singer from an obsessed music promoter.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMjlkNDA2NTQtYzNlOS00YmY1LTk5YzEtMWVhYTY0ZDI0ZDIxXkEyXkFqcGdeQXVyNjEwMTA0NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.8,"16,550",tt0089461,movie,03 Jul 2001,"$25,754,284",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snatch,2000,R,19 Jan 2001,102 min,"Comedy, Crime",Guy Ritchie,Guy Ritchie,"Jason Statham, Brad Pitt, Stephen Graham","Turkish and his close friend/accomplice Tommy get pulled into the world of match fixing by the notorious Brick Top. Things get complicated when the boxer they had lined up gets badly beaten by Mickey, who comes into the equation after Turkish, an unlicensed boxing promoter wants to buy a caravan off of Travellers. They then try to convince Mickey not only to fight for them, but to lose for them too. Whilst all this is going on, a huge diamond heist takes place, and a fistful of motley characters enter the story, including 'Cousin Avi', 'Boris The Blade', 'Franky Four Fingers' and 'Bullet Tooth Tony'. Things go from bad to worse as it all becomes about the money, the guns, and the damned dog.","English, Russian","United Kingdom, United States",4 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,8.2,"865,121",tt0208092,movie,06 May 2003,"$30,328,156",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Lawnmower Man,1992,R,06 Mar 1992,108 min,"Horror, Sci-Fi",Brett Leonard,"Stephen King, Brett Leonard, Gimel Everett","Jeff Fahey, Pierce Brosnan, Jenny Wright","A scientist performs experiments involving intelligence enhancing drugs and virtual reality on a simple-minded gardener. He puts the gardener on an extensive schedule of learning, and quickly he becomes brilliant. But at this point the gardener has a few ideas of his own on how the research should continue, and the scientist begins losing control of his experiments.",English,"United Kingdom, Japan, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BYWZhODdkMTEtMzBmNy00NzU5LWIzYjMtYTkwNWE3YTRjOTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.4,"37,070",tt0104692,movie,16 Dec 1997,"$32,100,816",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick and Norah's Infinite Playlist,2008,PG-13,03 Oct 2008,90 min,"Comedy, Drama, Music",Peter Sollett,"Lorene Scafaria, Rachel Cohn, David Levithan","Michael Cera, Kat Dennings, Aaron Yoo","It's been three weeks, two days, and 23 hours since Tris broke up with Nick. And now here she is at his gig, with a new guy. How could she have moved on so fast? This begins the night of Nick, Norah and Manhattan. The night of stripping nuns, hotel ice rooms, Russian food, psychotic ex-boyfriends and lovingly trashy ex-girlfriends. It's the night of Julio and Salvatore. The night of holding hands and writing songs and singing in the rain. It's a night they'll never forget.",English,United States,9 nominations,https://m.media-amazon.com/images/M/MV5BOTY2MjI4ODI4Nl5BMl5BanBnXkFtZTcwNTMyNjM4MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.6,"93,696",tt0981227,movie,03 Feb 2009,"$31,487,293",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dogma,1999,R,12 Nov 1999,130 min,"Adventure, Comedy, Drama",Kevin Smith,Kevin Smith,"Ben Affleck, Matt Damon, Linda Fiorentino","An abortion clinic worker with a special heritage is enlisted to prevent two angels from reentering Heaven and thus undoing the fabric of the universe. Along the way, she is aided by two prophets, Jay and Silent Bob. With the help of Rufus, the 13th Apostle, they must stop those who stand in their way and prevent the angels from entering Heaven.",English,United States,8 nominations,https://m.media-amazon.com/images/M/MV5BYzAyOWUyZjQtNDBiMy00ZDExLTgwNmMtZDdmY2ViNzkyN2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.3,"221,493",tt0120655,movie,17 Dec 2002,"$30,652,890",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Banger Sisters,2002,R,20 Sep 2002,98 min,"Comedy, Drama",Bob Dolman,Bob Dolman,"Susan Sarandon, Goldie Hawn, Geoffrey Rush","In West Hollywood, Suzette, now on the far side of middle age, has always been a party girl, leading a life solely for the here and now. When the here and now leads to her without a job, no money and thus no sense of whether her partying life has gotten her anywhere, she decides to go into her distant past to visit in Phoenix an old friend, Vinnie, who she has not seen or talked to in twenty years. In their shared past, Suzette and Vinnie were Los Angeles groupies coined the Banger Sisters for their penchant to sleep with any and all rock musicians who came through Southern California. Suzette does know however that Vinnie's life has changed, she married to Raymond, a lawyer who has political aspirations, the two who have two teenaged daughters. It is in part the reason she decides to visit now well off Vinnie, to see if she will lend her some money. Suzette reconsiders when she finds out just how far Vinnie has changed. She now goes by her full given name Lavinia, and is not only the model of conservatism and respectability, but will go to extreme lengths to control this respectable agenda, which probably does not include a friend from their wild past. Suzette guesses that Vinnie's family may not know about her past life. If Suzette does decide to see Vinnie, she may upset Vinnie's apple cart for good or bad. Suzette's life is also mutually affected by Harry Plummer, a man she picks picks up on the way to Phoenix. With an extreme case of OCD, fifty year old Harry is failed Hollywood screenwriter who is returning to his hometown of Phoenix to conclude some business regarding what he considers his failed life.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BZjA1OTQxNGEtNTRjNi00MWIwLWEyZGYtNGRjOGEwNzE5OWU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.7,"16,899",tt0280460,movie,14 Oct 2003,"$30,307,416",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twilight Zone: The Movie,1983,PG,24 Jun 1983,101 min,"Horror, Sci-Fi","Joe Dante, John Landis, George Miller","John Landis, George Clayton Johnson, Richard Matheson","Dan Aykroyd, Albert Brooks, Vic Morrow","Prologue: a driver has a big surprise with his passenger. Segment 1 (""Time Out""): a bigot hates Jews, Black and Asians. One day he will live in World War II, be hunted down by the KKK and get attacked in the Vietnam War and feel the effects of his hatred. Segment 2 (""Kick the Can""): In a nursing home, the elder inhabitants learn that their minds can keep them young. Segment 3 (""It's a Good Life""): a traveler hits a boy in a bicycle with her car and takes the boy home. Soon she learns that the powerful boy brought her home indeed. Segment 4 (""Nightmare at 20,000 feet""): a writer is scared to fly and soon he sees a monstrous creature destroying the airplane engines during a stormy night.","English, French, German, Vietnamese",United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BYjQ2NzgzYjEtMzAxNy00MzhkLWE5ZTUtZDA1ODY3MTBjOTRiXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.4,"39,010",tt0086491,movie,09 Oct 2007,"$29,450,919",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road House,1989,R,19 May 1989,114 min,"Action, Thriller",Rowdy Herrington,"R. Lance Hill, Hilary Henkin","Patrick Swayze, Kelly Lynch, Sam Elliott","Serene and laconic, yet powerful and lethal, Dalton is an expert in martial arts and the best professional bouncer in the business. With such a reputation, Dalton is summoned in a small town in Missouri to clean up the sleazy bar called The Double Deuce from the troublemakers who terrorize the customers, without knowing, however, that the villainous local entrepreneur, Brad Wesley, wants things to remain unchanged. As Dalton cleans up the nightclub, and with it, the town from Wesley's hired goons, a deep wound from a knife will inspire a passionate affair with local Dr. Elizabeth ""Doc"" Clay. Now, the corrupt Wesley has enough reasons to take Dalton out of the way, nevertheless, the bouncer has the final say.","English, Portuguese",United States,5 nominations,https://m.media-amazon.com/images/M/MV5BMTU1MTE2Mjk2OF5BMl5BanBnXkFtZTcwMTUzNjYzNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.7,"79,066",tt0098206,movie,04 Feb 2003,"$30,050,028",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Low Down Dirty Shame,1994,R,23 Nov 1994,108 min,"Action, Comedy, Crime",Keenen Ivory Wayans,Keenen Ivory Wayans,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith","A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money.During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}]",N/A,5.9,"7,494",tt0110399,movie,13 Jan 2004,"$29,392,418",Buena Vista Pictures,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swimfan,2002,PG-13,06 Sep 2002,85 min,"Drama, Thriller",John Polson,"Charles F. Bohl, Phillip Schneider","Jesse Bradford, Erika Christensen, Shiri Appleby","New Jersey high school senior Ben Cronin is a former juvenile delinquent, whose past criminal behavior was fueled by and for drug use. He credits the support of his now long time girlfriend Amy Miller and getting into competitive swimming as the primary reasons for turning his life around, which includes working part-time at the hospital where his single mother works. He has become the star swimmer of his high school team, so much so that scouts from Stanford University are coming in a week's time to watch Ben swim. Ben has a new swim fan in Madison Bell, a recent transfer student to Ben's high school. Despite Ben making it clear that he is in a committed relationship, Madison seduces him, the seduction to which he succumbs. They agree afterward that their encounter was a one-time only event, but Ben slowly comes to the realization that despite Madison's assertions to the contrary, she has more in mind with him. He feels her constant unspoken threats to expose their tryst and ultimately when he rebuffs her totally, unspoken threats to ruin his life in whatever means possible. Ben quickly learns to what extremes Madison is willing to go, especially when he finds out about her past. He has to figure out how to regain his life back from his known stalker, which is aided by the reason Madison is in New Jersey in the first place.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2RmZjY1MTItNGM1ZC00NzhlLWI2MjEtYjY1ZjI1M2NiZTg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.1,"20,606",tt0283026,movie,11 Mar 2003,"$28,564,995",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Employee of the Month,2006,PG-13,06 Oct 2006,103 min,"Comedy, Romance",Greg Coolidge,"Don Calame, Chris Conroy, Greg Coolidge","Jessica Simpson, Dane Cook, Dax Shepard","Slacker Zack Bradley works as a box boy at Super Club, a warehouse club store. It is the lowest in the job hierarchy at the store. He doesn't work very hard at his job, and along with some of his fellow employee friends treats the store like his playground. Regardless, he is well liked by most of the other employees. He used to be hard working, when he was developing a dot com, but he lost all his and his grandmother's money in the process. As such, he decided not to take any risks in life while he now lives with her so as to provide her with what he considers at least a more reliable life. On the other extreme is Vince Downey, who lords an air of superiority over his fellow employees as the store's head cashier. He lives to be the store's best employee solely so that he can be named Employee of the Month, which he has been named seventeen months in a row. If he is named Employee of the Month for a record eighteenth time in a row, he will be rewarded with entrance into the corporation's management track program and a new car. Zack decides he wants to break Vince's streak if only because he reads in the employment record of recent transfer, the pretty Amy Renfro, that she had a thing at her previous store for men who have been named Employee of the Month. Zack finds that working toward being Employee of the Month is not as easy as he thought, especially as Vince will not relinquish the title and all its perks without a fight, dirty or not. Zack has to decide how far he is willing to go to get the title and the girl.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTc4NTc2NDI5OF5BMl5BanBnXkFtZTcwMDQ4NzYzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.5,"48,747",tt0424993,movie,16 Jan 2007,"$28,444,855",N/A,N/A,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can't Hardly Wait,1998,PG-13,12 Jun 1998,100 min,"Comedy, Romance","Harry Elfont, Deborah Kaplan","Deborah Kaplan, Harry Elfont","Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo","It's high school graduation and, like all seniors, they want to party. So, 500 high school seniors look forward to a party while, in the meantime, a boy wants to get a girl he's loved for years who just broke up with her boyfriend, and one head-case who wants revenge on a lifelong bully. So, the party comes, things develop. People have sex, drink, and go along with most of the guidelines of a high school graduation party.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BZGY5NDIwNWMtN2IxZC00ODYxLWI1ZjgtOTQ4ZjhlYzMyZGEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.5,"51,789",tt0127723,movie,29 Nov 2001,"$25,605,015",N/A,N/A,True,
